ARCHITECTURE,ID,RP1,RP2,RP3,CAMERA,ROAD,RAISED,NN_TRUTH,NN_PREDICTION
VGG19,6646,11,11,11,11,11,,11,11
VGG19,6451,11,11,11,11,11,,11,11
VGG19,6894,11,11,11,11,11,,11,11
VGG19,5763,11,11,11,11,11,,11,11
VGG19,5868,11,11,11,11,11,,11,11
VGG19,6167,11,11,11,11,11,,11,11
VGG19,5992,11,11,11,11,11,,11,11
VGG19,6425,11,11,11,11,11,,11,11
VGG19,5925,11,11,11,11,11,,11,11
VGG19,6000,11,11,11,11,11,,11,11
VGG19,6254,11,11,11,11,11,,11,11
VGG19,6219,11,11,11,11,11,,11,11
VGG19,5696,11,11,11,11,11,,11,11
VGG19,6468,11,11,11,11,11,,11,11
VGG19,5874,11,11,11,11,11,,11,11
VGG19,6469,11,11,11,11,11,,11,11
VGG19,7108,11,11,11,11,11,,11,11
VGG19,7019,11,11,11,11,11,,11,11
VGG19,5794,11,11,11,11,11,,11,11
VGG19,6924,11,11,11,11,11,,11,11
VGG19,6434,11,11,11,11,11,,11,11
VGG19,6327,11,11,11,11,11,,11,11
VGG19,6442,11,11,11,11,11,,11,11
VGG19,6982,11,11,11,11,11,,11,11
VGG19,5705,11,11,11,11,11,,11,11
VGG19,6306,11,11,11,11,11,,11,11
VGG19,6059,11,11,11,11,11,,11,11
VGG19,6196,11,11,11,11,11,,11,11
VGG19,6033,11,11,11,11,11,,11,11
VGG19,6959,12,11,11,11,11,,11,11
VGG19,6985,11,11,11,11,11,,11,11
VGG19,6300,11,11,11,11,11,,11,11
VGG19,6349,11,11,11,11,11,,11,11
VGG19,6877,11,11,11,11,11,,11,11
VGG19,6448,11,11,11,11,11,,11,11
VGG19,6315,11,11,11,11,11,,11,11
VGG19,6440,11,11,11,11,11,,11,11
VGG19,5952,11,11,11,11,11,,11,11
VGG19,6602,11,11,11,11,11,,11,11
VGG19,5816,11,11,11,11,11,,11,11
VGG19,7111,11,11,11,11,11,,11,11
VGG19,6420,11,11,11,11,11,,11,11
VGG19,5996,11,11,11,11,11,,11,11
VGG19,6264,11,11,11,11,11,,11,11
VGG19,6452,11,11,11,11,11,,11,11
VGG19,6192,11,11,11,11,11,,11,11
VGG19,6433,11,11,11,11,11,,11,11
VGG19,5878,11,11,11,11,11,,11,11
VGG19,6633,12,11,11,11,11,,11,11
VGG19,6953,11,11,11,11,11,,11,11
VGG19,6509,12,11,11,11,11,,11,11
VGG19,6513,11,11,11,11,11,,11,11
VGG19,6989,11,11,11,11,11,,11,11
VGG19,6852,11,11,11,11,11,,11,11
VGG19,6543,11,11,11,11,11,,11,11
VGG19,6636,11,11,11,11,11,,11,11
VGG19,6090,11,11,11,11,11,,11,11
VGG19,7240,11,11,11,11,11,,11,11
VGG19,6232,11,11,11,11,11,,11,11
VGG19,5849,12,11,11,11,11,,11,11
VGG19,6935,11,11,11,11,11,,11,11
VGG19,6271,11,11,11,11,11,,11,11
VGG19,6787,11,11,11,11,11,,11,11
VGG19,7280,11,11,11,11,11,,11,11
VGG19,5746,11,11,11,11,11,,11,11
VGG19,6042,12,11,11,11,11,,11,11
VGG19,6708,11,11,11,11,11,,11,11
VGG19,6770,11,11,11,11,11,,11,11
VGG19,7193,11,11,11,11,11,,11,11
VGG19,6833,11,11,11,11,11,,11,11
VGG19,6352,11,11,11,11,11,,11,11
VGG19,6370,11,11,11,11,11,,11,11
VGG19,6204,11,11,11,11,11,,11,11
VGG19,6868,11,11,11,11,11,,11,11
VGG19,5752,11,11,11,11,11,,11,11
VGG19,6285,11,11,11,11,11,,11,11
VGG19,6364,11,11,11,11,11,,11,11
VGG19,5778,11,11,11,11,11,,11,11
VGG19,7276,11,11,11,11,11,,11,11
VGG19,6840,11,11,11,11,11,,11,11
VGG19,5760,11,11,11,11,11,,11,11
VGG19,6773,11,11,11,11,11,,11,11
VGG19,6209,11,11,11,11,11,,11,11
VGG19,6278,11,11,11,11,11,,11,11
VGG19,5791,11,11,11,11,11,,11,11
VGG19,6753,11,11,11,11,11,,11,11
VGG19,6694,11,11,11,11,11,,11,11
VGG19,6263,11,11,11,11,11,,11,11
VGG19,6105,11,11,11,11,11,,11,11
VGG19,6645,11,11,11,11,11,,11,11
VGG19,6885,11,11,11,11,11,,11,11
VGG19,6335,11,11,11,11,11,,11,11
VGG19,5730,11,11,11,11,11,,11,11
VGG19,6267,11,11,11,11,11,,11,11
VGG19,6681,11,11,11,11,11,,11,11
VGG19,5938,11,11,11,11,11,,11,11
VGG19,7037,11,11,11,11,11,,11,11
VGG19,6157,11,11,11,11,11,,11,11
VGG19,6516,11,11,11,11,11,,11,11
VGG19,6046,11,11,11,11,11,,11,11
VGG19,5742,11,11,11,11,11,,11,11
VGG19,6350,11,11,11,11,11,,11,11
VGG19,6239,12,11,11,11,11,,11,11
VGG19,6047,11,11,11,11,11,,11,11
VGG19,6949,12,11,11,11,11,,11,11
VGG19,7138,11,11,11,11,11,,11,11
VGG19,6174,11,11,11,11,11,,11,11
VGG19,6379,11,11,11,11,11,,11,11
VGG19,6538,11,11,11,11,11,,11,11
VGG19,5964,11,11,11,11,11,,11,11
VGG19,5941,11,11,11,11,11,,11,11
VGG19,6189,11,11,11,11,11,,11,11
VGG19,5867,11,11,11,11,11,,11,11
VGG19,6180,11,11,11,11,11,,11,11
VGG19,6175,11,11,11,11,11,,11,11
VGG19,7097,11,11,11,11,11,,11,11
VGG19,6710,12,11,11,11,11,,11,11
VGG19,6030,11,11,11,11,11,,11,11
VGG19,6079,11,11,11,11,11,,11,11
VGG19,5957,11,11,11,11,11,,11,11
VGG19,6441,11,11,11,11,11,,11,11
VGG19,5949,11,11,11,11,11,,11,11
VGG19,7148,11,11,11,11,11,,11,11
VGG19,6333,11,11,11,11,11,,11,11
VGG19,5709,11,11,11,11,11,,11,11
VGG19,6606,11,11,11,11,11,,11,11
VGG19,6576,11,11,11,11,11,,11,11
VGG19,6018,11,11,11,11,11,,11,11
VGG19,6709,11,11,11,11,11,,11,11
VGG19,6291,11,11,11,11,11,,11,11
VGG19,7182,11,11,11,11,11,,11,11
VGG19,7229,11,11,11,11,11,,11,11
VGG19,6422,11,11,11,11,11,,11,11
VGG19,5998,11,11,11,11,11,,11,11
VGG19,5904,11,11,11,11,11,,11,11
VGG19,6943,11,11,11,11,11,,11,11
VGG19,6737,11,11,11,11,11,,11,11
VGG19,5880,11,11,11,11,11,,11,11
VGG19,6177,11,11,11,11,11,,11,11
VGG19,6201,11,11,11,11,11,,11,11
VGG19,6822,11,11,11,11,11,,11,11
VGG19,6357,11,11,11,11,11,,11,11
VGG19,5896,11,11,11,11,11,,11,11
VGG19,5694,11,11,11,11,11,,11,11
VGG19,6144,11,11,11,11,11,,11,11
VGG19,6086,11,11,11,11,11,,11,11
VGG19,6967,11,11,11,11,11,,11,11
VGG19,6510,11,11,11,11,11,,11,11
VGG19,6087,11,11,11,11,11,,11,11
VGG19,6567,11,11,11,11,11,,11,11
VGG19,6037,11,11,11,11,11,,11,11
VGG19,6304,11,11,11,11,11,,11,11
VGG19,6637,11,11,11,11,11,,11,11
VGG19,6780,11,11,11,11,11,,11,11
VGG19,6663,11,11,11,11,11,,11,11
VGG19,7215,11,11,11,11,11,,11,11
VGG19,6771,11,11,11,11,11,,11,11
VGG19,6595,11,11,11,11,11,,11,11
VGG19,5958,11,11,11,11,11,,11,11
VGG19,6547,11,11,11,11,11,,11,11
VGG19,6684,11,11,11,11,11,,11,11
VGG19,6184,11,11,11,11,11,,11,11
VGG19,5740,11,11,11,11,11,,11,11
VGG19,6721,11,11,11,11,11,,11,11
VGG19,5815,11,11,11,11,11,,11,11
VGG19,6322,11,11,11,11,11,,11,11
VGG19,5910,11,11,11,11,11,,11,11
VGG19,6517,11,11,11,11,11,,11,11
VGG19,6528,11,11,11,11,11,,11,11
VGG19,6625,11,11,11,11,11,,11,11
VGG19,6039,11,11,11,11,11,,11,11
VGG19,6870,11,11,11,11,11,,11,11
VGG19,6407,11,11,11,11,11,,11,11
VGG19,5803,11,11,11,11,11,,11,11
VGG19,6269,11,11,11,11,11,,11,11
VGG19,5790,11,11,11,11,11,,11,11
VGG19,7260,11,11,11,11,11,,11,11
VGG19,6494,11,11,11,11,11,,11,11
VGG19,5950,11,11,11,11,11,,11,11
VGG19,5942,11,11,11,11,11,,11,11
VGG19,6289,11,11,11,11,11,,11,11
VGG19,6891,11,11,11,11,11,,11,11
VGG19,7005,11,11,11,11,11,,11,11
VGG19,6034,11,11,11,11,11,,11,11
VGG19,5915,11,11,11,11,11,,11,11
VGG19,6489,12,11,11,11,11,,11,11
VGG19,7195,11,11,11,11,11,,11,11
VGG19,6504,11,11,11,11,11,,11,11
VGG19,6734,11,11,11,11,11,,11,11
VGG19,6217,11,11,11,11,11,,11,11
VGG19,6159,11,11,11,11,11,,11,11
VGG19,6113,11,11,11,11,11,,11,11
VGG19,6940,11,11,11,11,11,,11,11
VGG19,6819,11,11,11,11,11,,11,11
VGG19,5853,11,11,11,11,11,,11,11
VGG19,5713,11,11,11,11,11,,11,11
VGG19,6373,11,11,11,11,11,,11,11
VGG19,6641,11,11,11,11,11,,11,11
VGG19,5852,11,11,11,11,11,,11,11
VGG19,6702,12,11,11,11,11,,11,11
VGG19,5712,11,11,11,11,11,,11,11
VGG19,6247,11,11,11,11,11,,11,11
VGG19,6313,11,11,11,11,11,,11,11
VGG19,6246,11,11,11,11,11,,11,11
VGG19,6783,11,11,11,11,11,,11,11
VGG19,6071,11,11,11,11,11,,11,11
VGG19,6720,11,11,11,11,11,,11,11
VGG19,5825,11,11,11,11,11,,11,11
VGG19,6208,11,11,11,11,11,,11,11
VGG19,6044,11,11,11,11,11,,11,11
VGG19,6995,11,11,11,11,11,,11,11
VGG19,5985,11,11,11,11,11,,11,11
VGG19,6652,11,11,11,11,11,,11,11
VGG19,6542,11,11,11,11,11,,11,11
VGG19,6834,11,11,11,11,11,,11,11
VGG19,7047,11,11,11,11,11,,11,11
VGG19,5930,11,11,11,11,11,,11,11
VGG19,6845,11,11,11,11,11,,11,11
VGG19,7078,11,11,11,11,11,,11,11
VGG19,6801,11,11,11,11,11,,11,11
VGG19,6670,11,11,11,11,11,,11,11
VGG19,5821,11,11,11,11,11,,11,11
VGG19,6372,11,11,11,11,11,,11,11
VGG19,6150,11,11,11,11,11,,11,11
VGG19,7213,11,11,11,11,11,,11,11
VGG19,7183,11,11,11,11,11,,11,11
VGG19,6166,11,11,11,11,11,,11,11
VGG19,6858,11,11,11,11,11,,11,11
VGG19,6240,11,11,11,11,11,,11,11
VGG19,5801,11,11,11,11,11,,11,11
VGG19,5726,11,11,11,11,11,,11,11
VGG19,6005,12,11,11,11,11,,11,11
VGG19,6260,11,11,11,11,11,,11,11
VGG19,6733,11,11,11,11,11,,11,11
VGG19,6742,11,11,11,11,11,,11,11
VGG19,6055,11,11,11,11,11,,11,11
VGG19,6155,11,11,11,11,11,,11,11
VGG19,6575,11,11,11,11,11,,11,11
VGG19,6390,11,11,11,11,11,,11,11
VGG19,6537,11,11,11,11,11,,11,11
VGG19,6598,11,11,11,11,11,,11,11
VGG19,6488,11,11,11,11,11,,11,11
VGG19,7049,11,11,11,11,11,,11,11
VGG19,6161,11,11,11,11,11,,11,11
VGG19,6326,11,11,11,11,11,,11,11
VGG19,6635,11,11,11,11,11,,11,11
VGG19,6356,11,11,11,11,11,,11,11
VGG19,6519,11,11,11,11,11,,11,11
VGG19,6564,11,11,11,11,11,,11,11
VGG19,6414,11,11,11,11,11,,11,11
VGG19,5881,11,11,11,11,11,,11,11
VGG19,5700,11,11,11,11,11,,11,11
VGG19,6986,11,11,11,11,11,,11,11
VGG19,6198,11,11,11,11,11,,11,11
VGG19,6459,11,11,11,11,11,,11,11
VGG19,6073,11,11,11,11,11,,11,11
VGG19,6069,12,11,11,11,11,,11,11
VGG19,5698,11,11,11,11,11,,11,11
VGG19,6385,11,11,11,11,11,,11,11
VGG19,5999,11,11,11,11,11,,11,11
VGG19,6481,11,11,11,11,11,,11,11
VGG19,6321,11,11,11,11,11,,11,11
VGG19,6899,11,11,11,11,11,,11,11
VGG19,6566,11,11,11,11,11,,11,11
VGG19,6076,11,11,11,11,11,,11,11
VGG19,5701,12,11,11,11,11,,11,11
VGG19,6253,11,11,11,11,11,,11,11
VGG19,6371,11,11,11,11,11,,11,11
VGG19,6354,11,11,11,11,11,,11,11
VGG19,5933,11,11,11,11,11,,11,11
VGG19,5735,11,11,11,11,11,,11,11
VGG19,6629,11,11,11,11,11,,11,11
VGG19,7067,11,11,11,11,11,,11,11
VGG19,5734,11,11,11,11,11,,11,11
VGG19,7104,11,11,11,11,11,,11,11
VGG19,6016,11,11,11,11,11,,11,11
VGG19,6975,12,11,11,11,11,,11,11
VGG19,6012,11,11,11,11,11,,11,11
VGG19,6402,11,11,11,11,11,,11,11
VGG19,5955,11,11,11,11,11,,11,11
VGG19,6142,11,11,11,11,11,,11,11
VGG19,6286,11,11,11,11,11,,11,11
VGG19,6228,11,11,11,11,11,,11,11
VGG19,6387,11,11,11,11,11,,11,11
VGG19,7210,11,11,11,11,11,,11,11
VGG19,6619,11,11,11,11,11,,11,11
VGG19,7126,11,11,11,11,11,,11,11
VGG19,6094,11,11,11,11,11,,11,11
VGG19,5865,11,11,11,11,11,,11,11
VGG19,6065,11,11,11,11,11,,11,11
VGG19,6096,11,11,11,11,11,,11,11
VGG19,7259,11,11,11,11,11,,11,11
VGG19,5693,12,11,11,11,11,,11,11
VGG19,6185,11,11,11,11,11,,11,11
VGG19,6346,11,11,11,11,11,,11,11
VGG19,6251,11,11,11,11,11,,11,11
VGG19,5921,11,11,11,11,11,,11,11
VGG19,7158,11,11,11,11,11,,11,11
VGG19,6178,11,11,11,11,11,,11,11
VGG19,6394,11,11,11,11,11,,11,11
VGG19,6013,11,11,11,11,11,,11,11
VGG19,6281,11,11,11,11,11,,11,11
VGG19,6824,11,11,11,11,11,,11,11
VGG19,6025,11,11,11,11,11,,11,11
VGG19,6415,12,11,11,11,11,,11,11
VGG19,6594,11,11,11,11,11,,11,11
VGG19,6324,11,11,11,11,11,,11,11
VGG19,6266,11,11,11,11,11,,11,11
VGG19,5966,11,11,11,11,11,,11,11
VGG19,5890,11,11,11,11,11,,11,11
VGG19,7157,12,11,11,11,11,,11,11
VGG19,6893,11,11,11,11,11,,11,11
VGG19,6873,11,11,11,11,11,,11,11
VGG19,6024,11,11,11,11,11,,11,11
VGG19,5832,11,11,11,11,11,,11,11
VGG19,6669,11,11,11,11,11,,11,11
VGG19,6829,11,11,11,11,11,,11,11
VGG19,7075,11,11,11,11,11,,11,11
VGG19,6816,11,11,11,11,11,,11,11
VGG19,5761,11,11,11,11,11,,11,11
VGG19,5856,11,11,11,11,11,,11,11
VGG19,6651,11,11,11,11,11,,11,11
VGG19,6170,12,11,11,11,11,,11,11
VGG19,5976,11,11,11,11,11,,11,11
VGG19,6536,11,11,11,11,11,,11,11
VGG19,6957,11,11,11,11,11,,11,11
VGG19,5943,11,11,11,11,11,,11,11
VGG19,6492,11,11,11,11,11,,11,11
VGG19,6723,11,11,11,11,11,,11,11
VGG19,6389,11,11,11,11,11,,11,11
VGG19,6132,11,11,11,11,11,,11,11
VGG19,7012,11,11,11,11,11,,11,11
VGG19,6426,1211,1211,1211,1212,1211,4,1212,1212
VGG19,6068,111,111,111,112,111,3,112,112
VGG19,6883,112,112,112,112,112,,112,112
VGG19,5855,112,112,112,112,112,,112,112
VGG19,6869,112,112,112,112,112,,112,112
VGG19,7076,112,112,112,112,112,,112,112
VGG19,7268,112,112,112,112,112,,112,112
VGG19,7227,112,112,112,112,112,,112,112
VGG19,5848,112,112,112,112,112,,112,112
VGG19,7153,112,112,112,112,112,,112,112
VGG19,6911,111,111,111,112,111,3,112,112
VGG19,7224,112,112,112,112,112,,112,112
VGG19,5892,112,112,112,112,112,,112,112
VGG19,6640,112,112,112,112,112,,112,112
VGG19,5839,112,112,112,112,112,,112,112
VGG19,6628,112,112,112,112,112,,112,112
VGG19,5869,112,112,112,112,112,,112,112
VGG19,6757,112,112,112,112,112,,112,112
VGG19,7257,112,112,112,112,112,,112,112
VGG19,5922,112,112,112,112,112,,112,112
VGG19,7133,112,112,112,112,112,,112,112
VGG19,5802,112,112,112,112,112,,112,112
VGG19,6791,112,112,112,112,112,,112,112
VGG19,6843,112,112,112,112,112,,112,112
VGG19,7119,112,112,112,112,112,,112,112
VGG19,6585,112,112,112,112,112,,112,112
VGG19,7086,112,112,112,112,112,,112,112
VGG19,6994,112,112,112,112,112,,112,112
VGG19,7032,112,112,112,112,112,,112,112
VGG19,5728,112,112,112,112,112,,112,112
VGG19,5965,112,112,112,112,112,,112,112
VGG19,6367,112,112,112,112,112,,112,112
VGG19,6437,112,112,112,112,112,,112,112
VGG19,6325,112,112,112,112,112,,112,112
VGG19,7025,112,112,112,112,112,,112,112
VGG19,6223,112,112,112,112,112,,112,112
VGG19,7258,112,112,112,112,112,,112,112
VGG19,7031,112,112,112,112,112,,112,112
VGG19,5927,112,112,112,112,112,,112,112
VGG19,6107,112,112,112,112,112,,112,112
VGG19,6740,112,112,112,112,112,,112,112
VGG19,6992,112,112,112,112,112,,112,112
VGG19,6518,112,112,112,112,112,,112,112
VGG19,5695,112,112,112,112,112,,112,112
VGG19,6789,112,112,112,112,112,,112,112
VGG19,5859,112,112,112,112,112,,112,112
VGG19,6302,112,112,112,112,112,,112,112
VGG19,6950,112,112,112,112,112,,112,112
VGG19,6151,112,112,112,112,112,,112,112
VGG19,6700,112,112,112,112,112,,112,112
VGG19,5753,112,112,112,112,112,,112,112
VGG19,5751,112,112,112,112,112,,112,112
VGG19,6056,112,112,112,112,112,,112,112
VGG19,6280,112,112,112,112,112,,112,112
VGG19,7137,112,112,112,112,112,,112,112
VGG19,6904,112,112,112,112,112,,112,112
VGG19,6072,111,111,111,112,111,3,112,112
VGG19,5936,112,112,112,112,112,,112,112
VGG19,7101,112,112,112,112,112,,112,112
VGG19,5780,112,112,112,112,112,,112,112
VGG19,6584,112,112,112,112,112,,112,112
VGG19,5756,112,112,112,112,112,,112,112
VGG19,6479,112,112,112,112,112,,112,112
VGG19,5836,112,112,112,112,112,,112,112
VGG19,6125,112,112,112,112,112,,112,112
VGG19,6848,112,112,112,112,112,,112,112
VGG19,6875,112,112,112,112,112,,112,112
VGG19,6854,112,112,112,112,112,,112,112
VGG19,6562,112,112,112,112,112,,112,112
VGG19,6775,112,112,112,112,112,,112,112
VGG19,6526,112,112,112,112,112,,112,112
VGG19,5805,112,112,112,112,112,,112,112
VGG19,6417,112,112,112,112,112,,112,112
VGG19,6496,112,112,112,112,112,,112,112
VGG19,6966,112,112,112,112,112,,112,112
VGG19,6398,112,112,112,112,112,,112,112
VGG19,7206,112,112,112,112,112,,112,112
VGG19,6477,11,11,11,112,112,,112,112
VGG19,6793,112,112,112,112,112,,112,112
VGG19,5786,112,112,112,112,112,,112,112
VGG19,6182,112,112,112,112,112,,112,112
VGG19,7011,112,112,112,112,112,,112,112
VGG19,6909,112,112,112,112,112,,112,112
VGG19,6839,112,112,112,112,112,,112,112
VGG19,6752,112,112,112,112,112,,112,112
VGG19,6032,112,112,112,112,112,,112,112
VGG19,6523,112,112,112,112,112,,112,112
VGG19,6578,112,112,112,112,112,,112,112
VGG19,5750,112,112,112,112,112,,112,112
VGG19,6561,112,112,112,112,112,,112,112
VGG19,7267,112,112,112,112,112,,112,112
VGG19,7237,112,112,112,112,112,,112,112
VGG19,6797,112,112,112,112,112,,112,112
VGG19,7144,112,112,112,112,112,,112,112
VGG19,6609,112,112,112,112,112,,112,112
VGG19,5900,112,112,112,112,112,,112,112
VGG19,7114,112,112,112,112,112,,112,112
VGG19,6401,112,112,112,112,112,,112,112
VGG19,6311,112,112,112,112,112,,112,112
VGG19,6804,112,112,112,112,112,,112,112
VGG19,5722,112,112,112,112,112,,112,112
VGG19,6014,11,11,11,12,11,2,12,12
VGG19,5783,11,11,11,12,11,2,12,12
VGG19,5895,12,12,12,12,12,,12,12
VGG19,5967,12,12,12,12,12,,12,12
VGG19,5871,12,12,12,12,12,,12,12
VGG19,5876,11,11,11,12,11,2,12,12
VGG19,5781,12,12,12,12,12,,12,12
VGG19,6416,11,11,11,12,11,2,12,12
VGG19,6534,11,11,11,12,11,2,12,12
VGG19,5830,11,11,11,12,11,2,12,12
VGG19,6719,11,11,11,12,11,2,12,12
VGG19,5928,12,12,12,12,12,,12,12
VGG19,6725,12,11,11,12,11,2,12,12
VGG19,5765,12,12,12,12,12,,12,12
VGG19,5835,12,12,12,12,12,,12,12
VGG19,5707,12,12,12,12,12,,12,12
VGG19,5808,12,12,12,12,12,,12,12
VGG19,6097,111,111,111,113,111,3 3,113,112
VGG19,6051,112,112,112,113,112,3,113,112
VGG19,7228,122,122,122,112,112,,112,112
VGG19,5804,122,122,122,122,122,,122,22
VGG19,6294,122,122,122,122,122,,122,1211
VGG19,6639,111,111,111,112,111,2 3,112,112
VGG19,6369,112,112,112,112,112,2,112,112
VGG19,5862,112,112,112,122,112,2,122,1211
VGG19,6569,112,112,112,122,112,2,122,112
VGG19,6697,122,122,122,122,122,,122,1211
VGG19,6812,112,112,112,122,112,2,122,1211
VGG19,6474,11,11,11,12,12,,12,12
VGG19,6384,11,11,11,12,12,,12,12
VGG19,5731,111,111,111,111,111,,111,111
VGG19,6293,11,11,11,12,12,,12,12
VGG19,5919,11,11,11,12,12,,12,12
VGG19,6711,112,112,112,122,122,,122,122
VGG19,6397,11,11,11,12,11,2,12,11
VGG19,6226,11,11,11,12,11,2,12,11
VGG19,6003,11,11,11,12,11,2,12,11
